Area,County,CancerType,Year,Sex,AgeAdjustedRate,CaseCount,Population
'Indiana','LaGrange County','Lung and Bronchus','2013-2017','Male and Female','50.8','100','193468'
'Indiana','Boone County','Lung and Bronchus','2013-2017','Male and Female','56.8','188','314949'
'Indiana','Union County','Lung and Bronchus','2013-2017','Male and Female','56.5','28','36035'
'Indiana','Hendricks County','Lung and Bronchus','2013-2017','Male and Female','66.3','540','791212'
'Indiana','Daviess County','Lung and Bronchus','2013-2017','Male and Female','61.8','121','163820'
'Indiana','Hancock County','Lung and Bronchus','2013-2017','Male and Female','68.7','302','363762'
'Indiana','Decatur County','Lung and Bronchus','2013-2017','Male and Female','64.6','109','132198'
'Indiana','Lake County','Lung and Bronchus','2013-2017','Male and Female','68.8','2049','2441601'
'Indiana','Huntington County','Lung and Bronchus','2013-2017','Male and Female','63.8','151','182430'
'Indiana','Miami County','Lung and Bronchus','2013-2017','Male and Female','68.9','161','180105'
'Indiana','Elkhart County','Lung and Bronchus','2013-2017','Male and Female','67.1','748','1012693'
'Indiana','Warrick County','Lung and Bronchus','2013-2017','Male and Female','65.5','260','307928'
'Indiana','Monroe County','Lung and Bronchus','2013-2017','Male and Female','57.6','389','722164'
'Indiana','Carroll County','Lung and Bronchus','2013-2017','Male and Female','75.6','105','99951'
'Indiana','Gibson County','Lung and Bronchus','2013-2017','Male and Female','72.2','159','168011'
'Indiana','Clinton County','Lung and Bronchus','2013-2017','Male and Female','71.0','147','162030'
'Indiana','Henry County','Lung and Bronchus','2013-2017','Male and Female','75.9','257','242992'
'Indiana','Marion County','Lung and Bronchus','2013-2017','Male and Female','77.2','3587','4697291'
'Indiana','Howard County','Lung and Bronchus','2013-2017','Male and Female','75.3','434','412305'
'Indiana','Kosciusko County','Lung and Bronchus','2013-2017','Male and Female','70.1','339','392557'
'Indiana','Newton County','Lung and Bronchus','2013-2017','Male and Female','74.3','77','70105'
'Indiana','Brown County','Lung and Bronchus','2013-2017','Male and Female','73.6','90','74993'
'Indiana','DeKalb County','Lung and Bronchus','2013-2017','Male and Female','75.8','201','212631'
'Indiana','Franklin County','Lung and Bronchus','2013-2017','Male and Female','74.8','114','114444'
'Indiana','Wells County','Lung and Bronchus','2013-2017','Male and Female','65.9','123','139247'
'Indiana','Steuben County','Lung and Bronchus','2013-2017','Male and Female','66.2','163','172180'
'Indiana','Marshall County','Lung and Bronchus','2013-2017','Male and Female','69.7','212','233648'
'Indiana','Ripley County','Lung and Bronchus','2013-2017','Male and Female','63.9','118','141897'
'Indiana','Wabash County','Lung and Bronchus','2013-2017','Male and Female','59.8','137','159144'
'Indiana','Tippecanoe County','Lung and Bronchus','2013-2017','Male and Female','60.7','485','935400'
'Indiana','Orange County','Lung and Bronchus','2013-2017','Male and Female','63.3','89','98071'
'Indiana','Posey County','Lung and Bronchus','2013-2017','Male and Female','63.7','112','127961'
'Indiana','Adams County','Lung and Bronchus','2013-2017','Male and Female','62.6','121','174994'
'Indiana','Clay County','Lung and Bronchus','2013-2017','Male and Female','89.5','155','131827'
'Indiana','Delaware County','Lung and Bronchus','2013-2017','Male and Female','79.2','563','580123'
'Indiana','Cass County','Lung and Bronchus','2013-2017','Male and Female','82.1','207','191057'
'Indiana','Crawford County','Lung and Bronchus','2013-2017','Male and Female','91.5','72','52966'
'Indiana','Dearborn County','Lung and Bronchus','2013-2017','Male and Female','83.3','268','247676'
'Indiana','Jackson County','Lung and Bronchus','2013-2017','Male and Female','81.0','222','219016'
'Indiana','Fountain County','Lung and Bronchus','2013-2017','Male and Female','80.7','98','82960'
'Indiana','Harrison County','Lung and Bronchus','2013-2017','Male and Female','92.9','233','197200'
'Indiana','Jefferson County','Lung and Bronchus','2013-2017','Male and Female','99.8','209','161374'
'Indiana','Jennings County','Lung and Bronchus','2013-2017','Male and Female','88.1','149','139249'
'Indiana','Fulton County','Lung and Bronchus','2013-2017','Male and Female','75.0','110','101413'
'Indiana','Noble County','Lung and Bronchus','2013-2017','Male and Female','77.9','216','236974'
'Indiana','Johnson County','Lung and Bronchus','2013-2017','Male and Female','71.0','587','747010'
'Indiana','Jasper County','Lung and Bronchus','2013-2017','Male and Female','72.7','154','167302'
'Indiana','Madison County','Lung and Bronchus','2013-2017','Male and Female','80.7','684','648184'
'Indiana','LaPorte County','Lung and Bronchus','2013-2017','Male and Female','76.6','555','554176'
'Indiana','Montgomery County','Lung and Bronchus','2013-2017','Male and Female','72.9','187','191167'
'Indiana','Jay County','Lung and Bronchus','2013-2017','Male and Female','74.5','100','105466'
'Indiana','Clark County','Lung and Bronchus','2013-2017','Male and Female','91.3','619','573845'
'Indiana','Ohio County','Lung and Bronchus','2013-2017','Male and Female','83.4','40','29585'
'Indiana','Fayette County','Lung and Bronchus','2013-2017','Male and Female','74.9','128','117076'
'Indiana','Morgan County','Lung and Bronchus','2013-2017','Male and Female','84.2','367','347879'
'Indiana','Washington County','Lung and Bronchus','2013-2017','Male and Female','90.1','163','138978'
'Indiana','Wayne County','Lung and Bronchus','2013-2017','Male and Female','78.4','361','334912'
'Indiana','Greene County','Lung and Bronchus','2013-2017','Male and Female','77.9','177','162207'
'Indiana','Switzerland County','Lung and Bronchus','2013-2017','Male and Female','72.4','51','52997'
'Indiana','Shelby County','Lung and Bronchus','2013-2017','Male and Female','90.7','257','221752'
'Indiana','Spencer County','Lung and Bronchus','2013-2017','Male and Female','70.8','103','103064'
'Indiana','Vigo County','Lung and Bronchus','2013-2017','Male and Female','82.2','519','539320'
'Indiana','Vermillion County','Lung and Bronchus','2013-2017','Male and Female','96.0','109','78176'
'Indiana','Knox County','Lung and Bronchus','2013-2017','Male and Female','76.7','189','188204'
'Indiana','Pike County','Lung and Bronchus','2013-2017','Male and Female','76.3','72','62146'
'Indiana','Randolph County','Lung and Bronchus','2013-2017','Male and Female','75.9','139','126144'
'Indiana','Martin County','Lung and Bronchus','2013-2017','Male and Female','68.6','52','51065'
'Indiana','White County','Lung and Bronchus','2013-2017','Male and Female','66.8','119','121358'
'Indiana','Whitley County','Lung and Bronchus','2013-2017','Male and Female','74.3','165','167456'
'Indiana','Warren County','Lung and Bronchus','2013-2017','Male and Female','65.8','41','41340'
'Indiana','Porter County','Lung and Bronchus','2013-2017','Male and Female','68.0','680','837102'
'Indiana','St. Joseph County','Lung and Bronchus','2013-2017','Male and Female','66.2','1036','1342414'
'Indiana','Allen County','Lung and Bronchus','2013-2017','Male and Female','65.5','1316','1838114'
'Indiana','Floyd County','Lung and Bronchus','2013-2017','Male and Female','80.3','363','382280'
'Indiana','Grant County','Lung and Bronchus','2013-2017','Male and Female','88.1','412','337634'
'Indiana','Perry County','Lung and Bronchus','2013-2017','Male and Female','78.4','100','96021'
'Indiana','Rush County','Lung and Bronchus','2013-2017','Male and Female','79.5','94','83852'
'Indiana','Owen County','Lung and Bronchus','2013-2017','Male and Female','84.3','129','104704'
'Indiana','Putnam County','Lung and Bronchus','2013-2017','Male and Female','98.3','227','187610'
'Indiana','Sullivan County','Lung and Bronchus','2013-2017','Male and Female','89.3','123','104408'
'Indiana','Starke County','Lung and Bronchus','2013-2017','Male and Female','104.0','166','114907'
'Indiana','Scott County','Lung and Bronchus','2013-2017','Male and Female','95.4','147','118585'
'Indiana','Vanderburgh County','Lung and Bronchus','2013-2017','Male and Female','77.7','879','907171'
'Indiana','Parke County','Lung and Bronchus','2013-2017','Male and Female','74.9','89','85294'
'Indiana','Lawrence County','Lung and Bronchus','2013-2017','Male and Female','77.4','258','228321'
'Indiana','Pulaski County','Lung and Bronchus','2013-2017','Male and Female','75.9','67','63771'
'Indiana','Tipton County','Lung and Bronchus','2013-2017','Male and Female','78.3','87','76509'
'Indiana','Bartholomew County','Lung and Bronchus','2013-2017','Male and Female','73.7','364','406369'
'Indiana','Benton County','Lung and Bronchus','2013-2017','Male and Female','73.3','42','43427'
'Indiana','Blackford County','Lung and Bronchus','2013-2017','Male and Female','89.2','84','61173'
'Iowa','Sioux County','Lung and Bronchus','2013-2017','Male and Female','29.9','59','173725'
'Iowa','Audubon County','Lung and Bronchus','2013-2017','Male and Female','34.0','16','28542'
'Iowa','Mitchell County','Lung and Bronchus','2013-2017','Male and Female','39.8','36','53252'
'Iowa','Pocahontas County','Lung and Bronchus','2013-2017','Male and Female','36.3','23','34862'
'Iowa','Wright County','Lung and Bronchus','2013-2017','Male and Female','44.5','49','64314'
'Iowa','Worth County','Lung and Bronchus','2013-2017','Male and Female','50.3','28','37479'
'Iowa','Grundy County','Lung and Bronchus','2013-2017','Male and Female','48.7','45','61746'
'Iowa','Washington County','Lung and Bronchus','2013-2017','Male and Female','51.1','79','110518'
'Iowa','Winneshiek County','Lung and Bronchus','2013-2017','Male and Female','41.2','58','102813'
'Iowa','Madison County','Lung and Bronchus','2013-2017','Male and Female','53.3','55','78682'
'Iowa','Osceola County','Lung and Bronchus','2013-2017','Male and Female','45.5','24','30769'
'Iowa','Story County','Lung and Bronchus','2013-2017','Male and Female','51.9','217','480378'
'Iowa','Keokuk County','Lung and Bronchus','2013-2017','Male and Female','57.0','47','51113'
'Iowa','Kossuth County','Lung and Bronchus','2013-2017','Male and Female','53.4','68','75799'
'Iowa','Jackson County','Lung and Bronchus','2013-2017','Male and Female','56.8','84','97058'
'Iowa','Webster County','Lung and Bronchus','2013-2017','Male and Female','66.4','170','184840'
'Iowa','Plymouth County','Lung and Bronchus','2013-2017','Male and Female','59.7','105','125030'
'Iowa','Lyon County','Lung and Bronchus','2013-2017','Male and Female','63.6','47','58728'
'Iowa','Greene County','Lung and Bronchus','2013-2017','Male and Female','64.6','44','45192'
'Iowa','Mahaska County','Lung and Bronchus','2013-2017','Male and Female','61.6','95','111464'
'Iowa','Scott County','Lung and Bronchus','2013-2017','Male and Female','60.0','616','858365'
'Iowa','Tama County','Lung and Bronchus','2013-2017','Male and Female','58.3','72','86205'
'Iowa','Sac County','Lung and Bronchus','2013-2017','Male and Female','65.8','55','49649'
'Iowa','Cedar County','Lung and Bronchus','2013-2017','Male and Female','66.2','87','91874'
'Iowa','Shelby County','Lung and Bronchus','2013-2017','Male and Female','59.4','57','58792'
'Iowa','Taylor County','Lung and Bronchus','2013-2017','Male and Female','62.6','26','31045'
'Iowa','Marion County','Lung and Bronchus','2013-2017','Male and Female','55.3','118','165641'
'Iowa','Buena Vista County','Lung and Bronchus','2013-2017','Male and Female','47.2','59','102090'
'Iowa','Franklin County','Lung and Bronchus','2013-2017','Male and Female','54.2','43','51611'
'Iowa','Iowa County','Lung and Bronchus','2013-2017','Male and Female','51.4','58','81174'
'Iowa','Louisa County','Lung and Bronchus','2013-2017','Male and Female','53.6','41','56297'
'Iowa','Jefferson County','Lung and Bronchus','2013-2017','Male and Female','46.1','58','89634'
'Iowa','Johnson County','Lung and Bronchus','2013-2017','Male and Female','50.5','310','723907'
'Iowa','Davis County','Lung and Bronchus','2013-2017','Male and Female','47.9','29','44173'
'Iowa','Bremer County','Lung and Bronchus','2013-2017','Male and Female','50.6','87','123539'
'Iowa','Woodbury County','Lung and Bronchus','2013-2017','Male and Female','69.7','409','511740'
'Iowa','Marshall County','Lung and Bronchus','2013-2017','Male and Female','67.8','184','202383'
'Iowa','Polk County','Lung and Bronchus','2013-2017','Male and Female','68.0','1577','2336855'
'Iowa','Van Buren County','Lung and Bronchus','2013-2017','Male and Female','74.8','41','36528'
'Iowa','Page County','Lung and Bronchus','2013-2017','Male and Female','84.0','107','77082'
'Iowa','Pottawattamie County','Lung and Bronchus','2013-2017','Male and Female','76.1','463','466848'
'Iowa','Union County','Lung and Bronchus','2013-2017','Male and Female','79.7','71','62521'
'Iowa','Warren County','Lung and Bronchus','2013-2017','Male and Female','58.4','165','243103'
'Iowa','Wayne County','Lung and Bronchus','2013-2017','Male and Female','75.3','38','32049'
'Iowa','Wapello County','Lung and Bronchus','2013-2017','Male and Female','83.5','198','176881'
'Iowa','Montgomery County','Lung and Bronchus','2013-2017','Male and Female','66.1','55','51176'
'Iowa','Hardin County','Lung and Bronchus','2013-2017','Male and Female','69.9','98','86155'
'Iowa','Ringgold County','Lung and Bronchus','2013-2017','Male and Female','87.0','37','24922'
'Iowa','Lee County','Lung and Bronchus','2013-2017','Male and Female','70.6','177','173887'
'Iowa','Winnebago County','Lung and Bronchus','2013-2017','Male and Female','57.9','47','52765'
'Iowa','Hancock County','Lung and Bronchus','2013-2017','Male and Female','57.6','52','54860'
'Iowa','Poweshiek County','Lung and Bronchus','2013-2017','Male and Female','60.1','82','92931'
'Iowa','Muscatine County','Lung and Bronchus','2013-2017','Male and Female','62.0','163','214779'
'Iowa','OBrien County','Lung and Bronchus','2013-2017','Male and Female','66.0','67','69760'
'Iowa','Mills County','Lung and Bronchus','2013-2017','Male and Female','72.5','72','74631'
'Iowa','Fremont County','Lung and Bronchus','2013-2017','Male and Female','60.9','37','34915'
'Iowa','Palo Alto County','Lung and Bronchus','2013-2017','Male and Female','73.0','52','45511'
'Iowa','Monona County','Lung and Bronchus','2013-2017','Male and Female','72.3','59','44335'
'Iowa','Monroe County','Lung and Bronchus','2013-2017','Male and Female','78.0','47','39505'
'Iowa','Guthrie County','Lung and Bronchus','2013-2017','Male and Female','70.8','60','53321'
'Iowa','Humboldt County','Lung and Bronchus','2013-2017','Male and Female','80.7','58','47958'
'Iowa','Howard County','Lung and Bronchus','2013-2017','Male and Female','73.0','51','46574'
'Iowa','Dickinson County','Lung and Bronchus','2013-2017','Male and Female','60.7','96','85006'
'Iowa','Lucas County','Lung and Bronchus','2013-2017','Male and Female','64.8','45','43037'
'Iowa','Clayton County','Lung and Bronchus','2013-2017','Male and Female','51.1','70','88600'
'Iowa','Jasper County','Lung and Bronchus','2013-2017','Male and Female','58.2','153','184039'
'Iowa','Clay County','Lung and Bronchus','2013-2017','Male and Female','62.5','77','81871'
'Iowa','Chickasaw County','Lung and Bronchus','2013-2017','Male and Female','65.7','55','60803'
'Iowa','Delaware County','Lung and Bronchus','2013-2017','Male and Female','57.2','73','86690'
'Iowa','Emmet County','Lung and Bronchus','2013-2017','Male and Female','61.4','43','48383'
'Iowa','Clinton County','Lung and Bronchus','2013-2017','Male and Female','60.2','206','237853'
'Iowa','Dubuque County','Lung and Bronchus','2013-2017','Male and Female','54.2','340','483100'
'Iowa','Allamakee County','Lung and Bronchus','2013-2017','Male and Female','53.6','60','69634'
'Iowa','Fayette County','Lung and Bronchus','2013-2017','Male and Female','55.7','88','100508'
'Iowa','Crawford County','Lung and Bronchus','2013-2017','Male and Female','54.0','61','85868'
'Iowa','Ida County','Lung and Bronchus','2013-2017','Male and Female','74.2','41','34814'
'Iowa','Hamilton County','Lung and Bronchus','2013-2017','Male and Female','72.4','85','75942'
'Iowa','Benton County','Lung and Bronchus','2013-2017','Male and Female','76.7','135','128185'
'Iowa','Harrison County','Lung and Bronchus','2013-2017','Male and Female','67.1','71','70940'
'Iowa','Linn County','Lung and Bronchus','2013-2017','Male and Female','69.1','877','1101174'
'Iowa','Des Moines County','Lung and Bronchus','2013-2017','Male and Female','76.4','225','199250'
'Iowa','Jones County','Lung and Bronchus','2013-2017','Male and Female','71.7','107','102611'
'Iowa','Henry County','Lung and Bronchus','2013-2017','Male and Female','75.6','103','99587'
'Iowa','Appanoose County','Lung and Bronchus','2013-2017','Male and Female','78.1','80','62764'
'Iowa','Black Hawk County','Lung and Bronchus','2013-2017','Male and Female','68.1','530','665573'
'Iowa','Decatur County','Lung and Bronchus','2013-2017','Male and Female','75.7','40','40544'
'Iowa','Calhoun County','Lung and Bronchus','2013-2017','Male and Female','67.0','54','49101'
'Iowa','Floyd County','Lung and Bronchus','2013-2017','Male and Female','57.9','75','79555'
'Iowa','Buchanan County','Lung and Bronchus','2013-2017','Male and Female','68.2','96','105462'
'Iowa','Cherokee County','Lung and Bronchus','2013-2017','Male and Female','61.1','61','57895'
'Iowa','Dallas County','Lung and Bronchus','2013-2017','Male and Female','59.2','217','404784'
'Iowa','Adair County','Lung and Bronchus','2013-2017','Male and Female','80.4','47','35946'
'Iowa','Boone County','Lung and Bronchus','2013-2017','Male and Female','60.7','107','131942'
'Iowa','Butler County','Lung and Bronchus','2013-2017','Male and Female','67.7','76','74116'
'Iowa','Cerro Gordo County','Lung and Bronchus','2013-2017','Male and Female','75.8','255','215801'
'Iowa','Clarke County','Lung and Bronchus','2013-2017','Male and Female','91.8','57','46232'
'Iowa','Adams County','Lung and Bronchus','2013-2017','Male and Female','64.2','21','18877'
'Iowa','Cass County','Lung and Bronchus','2013-2017','Male and Female','67.2','71','66593'
'Iowa','Carroll County','Lung and Bronchus','2013-2017','Male and Female','70.9','109','102109'
Kansas','Data Suppressed','Data Suppressed','Data Suppressed','Data Suppressed','Data Suppressed','Data Suppressed','Data Suppressed'
'Kentucky','Boyle County','Lung and Bronchus','2013-2017','Male and Female','60.4','122','149097'
'Kentucky','Fulton County','Lung and Bronchus','2013-2017','Male and Female','63.9','32','31319'
'Kentucky','Scott County','Lung and Bronchus','2013-2017','Male and Female','67.0','167','261563'
'Kentucky','Oldham County','Lung and Bronchus','2013-2017','Male and Female','64.8','216','323467'
'Kentucky','Fayette County','Lung and Bronchus','2013-2017','Male and Female','68.4','1083','1579898'
'Kentucky','Owen County','Lung and Bronchus','2013-2017','Male and Female','85.1','62','53464'
'Kentucky','Nelson County','Lung and Bronchus','2013-2017','Male and Female','84.7','220','225640'
'Kentucky','Marshall County','Lung and Bronchus','2013-2017','Male and Female','83.8','209','155858'
'Kentucky','Allen County','Lung and Bronchus','2013-2017','Male and Female','78.6','106','103180'
'Kentucky','Hancock County','Lung and Bronchus','2013-2017','Male and Female','71.8','42','43465'
'Kentucky','Hickman County','Lung and Bronchus','2013-2017','Male and Female','79.8','31','23124'
'Kentucky','Hopkins County','Lung and Bronchus','2013-2017','Male and Female','85.1','266','229693'
'Kentucky','Jefferson County','Lung and Bronchus','2013-2017','Male and Female','84.0','3826','3824679'
'Kentucky','Larue County','Lung and Bronchus','2013-2017','Male and Female','85.5','83','70504'
'Kentucky','Warren County','Lung and Bronchus','2013-2017','Male and Female','71.5','450','620471'
'Kentucky','Mason County','Lung and Bronchus','2013-2017','Male and Female','89.2','104','85947'
'Kentucky','Mercer County','Lung and Bronchus','2013-2017','Male and Female','95.9','147','107108'
'Kentucky','Marion County','Lung and Bronchus','2013-2017','Male and Female','95.3','113','96677'
'Kentucky','Muhlenberg County','Lung and Bronchus','2013-2017','Male and Female','96.8','212','155961'
'Kentucky','Pulaski County','Lung and Bronchus','2013-2017','Male and Female','92.2','412','319895'
'Kentucky','Meade County','Lung and Bronchus','2013-2017','Male and Female','97.4','154','142163'
'Kentucky','Morgan County','Lung and Bronchus','2013-2017','Male and Female','90.9','74','66451'
'Kentucky','Clark County','Lung and Bronchus','2013-2017','Male and Female','92.0','211','178671'
'Kentucky','Crittenden County','Lung and Bronchus','2013-2017','Male and Female','96.1','66','45678'
'Kentucky','Garrard County','Lung and Bronchus','2013-2017','Male and Female','89.2','105','86078'
'Kentucky','Hardin County','Lung and Bronchus','2013-2017','Male and Female','95.1','553','539134'
'Kentucky','Kenton County','Lung and Bronchus','2013-2017','Male and Female','80.8','722','820093'
'Kentucky','Franklin County','Lung and Bronchus','2013-2017','Male and Female','85.3','279','250160'
'Kentucky','Graves County','Lung and Bronchus','2013-2017','Male and Female','73.2','187','186553'
'Kentucky','Boone County','Lung and Bronchus','2013-2017','Male and Female','75.7','486','638624'
'Kentucky','Adair County','Lung and Bronchus','2013-2017','Male and Female','82.2','101','96117'
'Kentucky','Christian County','Lung and Bronchus','2013-2017','Male and Female','76.8','253','363336'
'Kentucky','Trigg County','Lung and Bronchus','2013-2017','Male and Female','71.6','82','71380'
'Kentucky','McCracken County','Lung and Bronchus','2013-2017','Male and Female','73.4','344','326450'
'Kentucky','Lyon County','Lung and Bronchus','2013-2017','Male and Female','77.8','59','41376'
'Kentucky','Nicholas County','Lung and Bronchus','2013-2017','Male and Female','109.9','52','35341'
'Kentucky','Russell County','Lung and Bronchus','2013-2017','Male and Female','100.2','129','88733'
'Kentucky','Pendleton County','Lung and Bronchus','2013-2017','Male and Female','107.2','94','72626'
'Kentucky','Pike County','Lung and Bronchus','2013-2017','Male and Female','115.6','473','307875'
'Kentucky','Montgomery County','Lung and Bronchus','2013-2017','Male and Female','111.2','187','137831'
'Kentucky','Monroe County','Lung and Bronchus','2013-2017','Male and Female','115.4','87','53173'
'Kentucky','Perry County','Lung and Bronchus','2013-2017','Male and Female','130.5','231','136474'
'Kentucky','Owsley County','Lung and Bronchus','2013-2017','Male and Female','164.7','54','22444'
'Kentucky','Martin County','Lung and Bronchus','2013-2017','Male and Female','119.6','88','60944'
'Kentucky','Menifee County','Lung and Bronchus','2013-2017','Male and Female','99.5','49','31911'
'Kentucky','Metcalfe County','Lung and Bronchus','2013-2017','Male and Female','107.1','74','49940'
'Kentucky','Leslie County','Lung and Bronchus','2013-2017','Male and Female','120.5','87','53203'
'Kentucky','Lincoln County','Lung and Bronchus','2013-2017','Male and Female','109.7','184','122086'
'Kentucky','Laurel County','Lung and Bronchus','2013-2017','Male and Female','102.6','390','299945'
'Kentucky','Estill County','Lung and Bronchus','2013-2017','Male and Female','115.4','114','71853'
'Kentucky','Harrison County','Lung and Bronchus','2013-2017','Male and Female','108.6','134','93131'
'Kentucky','Clay County','Lung and Bronchus','2013-2017','Male and Female','125.7','156','104198'
'Kentucky','Edmonson County','Lung and Bronchus','2013-2017','Male and Female','113.3','98','60396'
'Kentucky','Harlan County','Lung and Bronchus','2013-2017','Male and Female','123.6','235','137746'
'Kentucky','Grant County','Lung and Bronchus','2013-2017','Male and Female','97.5','129','124009'
'Kentucky','Elliott County','Lung and Bronchus','2013-2017','Male and Female','88.0','47','37630'
'Kentucky','Henry County','Lung and Bronchus','2013-2017','Male and Female','87.4','91','78405'
'Kentucky','Henderson County','Lung and Bronchus','2013-2017','Male and Female','92.4','278','231465'
'Kentucky','Jessamine County','Lung and Bronchus','2013-2017','Male and Female','93.7','270','258333'
'Kentucky','Green County','Lung and Bronchus','2013-2017','Male and Female','92.9','80','55239'
'Kentucky','Caldwell County','Lung and Bronchus','2013-2017','Male and Female','96.8','90','63805'
'Kentucky','Daviess County','Lung and Bronchus','2013-2017','Male and Female','96.7','615','496921'
'Kentucky','Boyd County','Lung and Bronchus','2013-2017','Male and Female','90.7','310','242131'
'Kentucky','Ballard County','Lung and Bronchus','2013-2017','Male and Female','89.2','52','40725'
'Kentucky','Campbell County','Lung and Bronchus','2013-2017','Male and Female','89.8','485','459273'
'Kentucky','Carter County','Lung and Bronchus','2013-2017','Male and Female','92.0','172','137052'
'Kentucky','Calloway County','Lung and Bronchus','2013-2017','Male and Female','82.3','195','193182'
'Kentucky','Union County','Lung and Bronchus','2013-2017','Male and Female','89.2','78','74581'
'Kentucky','Trimble County','Lung and Bronchus','2013-2017','Male and Female','90.8','52','43487'
'Kentucky','Taylor County','Lung and Bronchus','2013-2017','Male and Female','93.0','155','127111'
'Kentucky','Spencer County','Lung and Bronchus','2013-2017','Male and Female','82.8','92','90042'
'Kentucky','Webster County','Lung and Bronchus','2013-2017','Male and Female','83.3','71','66034'
'Kentucky','Woodford County','Lung and Bronchus','2013-2017','Male and Female','83.4','140','129296'
'Kentucky','Washington County','Lung and Bronchus','2013-2017','Male and Female','83.9','65','59869'
'Kentucky','Shelby County','Lung and Bronchus','2013-2017','Male and Female','86.6','228','229991'
'Kentucky','Lee County','Lung and Bronchus','2013-2017','Male and Female','104.5','48','33600'
'Kentucky','Jackson County','Lung and Bronchus','2013-2017','Male and Female','104.0','93','66814'
'Kentucky','Knox County','Lung and Bronchus','2013-2017','Male and Female','133.3','270','157686'
'Kentucky','Hart County','Lung and Bronchus','2013-2017','Male and Female','114.3','140','92693'
'Kentucky','Lewis County','Lung and Bronchus','2013-2017','Male and Female','116.5','111','67881'
'Kentucky','Knott County','Lung and Bronchus','2013-2017','Male and Female','106.3','114','78538'
'Kentucky','Lawrence County','Lung and Bronchus','2013-2017','Male and Female','107.5','115','79252'
'Kentucky','Letcher County','Lung and Bronchus','2013-2017','Male and Female','108.4','172','115026'
'Kentucky','Fleming County','Lung and Bronchus','2013-2017','Male and Female','100.8','97','72503'
'Kentucky','Johnson County','Lung and Bronchus','2013-2017','Male and Female','108.8','170','115293'
'Kentucky','Greenup County','Lung and Bronchus','2013-2017','Male and Female','101.1','269','180018'
'Kentucky','Grayson County','Lung and Bronchus','2013-2017','Male and Female','100.3','179','130528'
'Kentucky','Bell County','Lung and Bronchus','2013-2017','Male and Female','98.1','189','137420'
'Kentucky','Floyd County','Lung and Bronchus','2013-2017','Male and Female','130.3','331','187271'
'Kentucky','Bullitt County','Lung and Bronchus','2013-2017','Male and Female','98.1','450','393162'
'Kentucky','Cumberland County','Lung and Bronchus','2013-2017','Male and Female','104.4','57','33700'
'Kentucky','Gallatin County','Lung and Bronchus','2013-2017','Male and Female','107.7','54','43252'
'Kentucky','Breckinridge County','Lung and Bronchus','2013-2017','Male and Female','103.8','145','100060'
'Kentucky','Carlisle County','Lung and Bronchus','2013-2017','Male and Female','101.6','39','24395'
'Kentucky','Anderson County','Lung and Bronchus','2013-2017','Male and Female','98.1','132','110145'
'Kentucky','Clinton County','Lung and Bronchus','2013-2017','Male and Female','114.0','85','51032'
'Kentucky','Bracken County','Lung and Bronchus','2013-2017','Male and Female','116.0','65','41710'
'Kentucky','Barren County','Lung and Bronchus','2013-2017','Male and Female','111.7','322','217175'
'Kentucky','Bath County','Lung and Bronchus','2013-2017','Male and Female','119.7','97','60929'
'Kentucky','Breathitt County','Lung and Bronchus','2013-2017','Male and Female','149.1','131','66386'
'Kentucky','Casey County','Lung and Bronchus','2013-2017','Male and Female','100.4','112','79105'
'Kentucky','Butler County','Lung and Bronchus','2013-2017','Male and Female','105.3','91','63655'
'Kentucky','Bourbon County','Lung and Bronchus','2013-2017','Male and Female','105.5','143','100573'
'Kentucky','Carroll County','Lung and Bronchus','2013-2017','Male and Female','131.7','88','53666'
'Kentucky','Robertson County','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','10795'
'Kentucky','Rockcastle County','Lung and Bronchus','2013-2017','Male and Female','111.3','126','84134'
'Kentucky','Powell County','Lung and Bronchus','2013-2017','Male and Female','132.5','102','61640'
'Kentucky','Wayne County','Lung and Bronchus','2013-2017','Male and Female','97.7','149','103361'
'Kentucky','Whitley County','Lung and Bronchus','2013-2017','Male and Female','123.8','275','180082'
'Kentucky','Wolfe County','Lung and Bronchus','2013-2017','Male and Female','113.3','60','36220'
'Kentucky','Ohio County','Lung and Bronchus','2013-2017','Male and Female','103.4','167','120252'
'Kentucky','Todd County','Lung and Bronchus','2013-2017','Male and Female','100.5','74','61920'
'Kentucky','Rowan County','Lung and Bronchus','2013-2017','Male and Female','90.1','111','122135'
'Kentucky','Magoffin County','Lung and Bronchus','2013-2017','Male and Female','90.9','75','63911'
'Kentucky','Simpson County','Lung and Bronchus','2013-2017','Male and Female','88.2','102','89479'
'Kentucky','McLean County','Lung and Bronchus','2013-2017','Male and Female','109.2','72','46868'
'Kentucky','McCreary County','Lung and Bronchus','2013-2017','Male and Female','129.8','142','88695'
'Kentucky','Livingston County','Lung and Bronchus','2013-2017','Male and Female','91.2','67','46403'
'Kentucky','Logan County','Lung and Bronchus','2013-2017','Male and Female','94.9','179','134243'
'Kentucky','Madison County','Lung and Bronchus','2013-2017','Male and Female','90.4','411','442091'
'Louisiana','Pointe Coupee Parish','Lung and Bronchus','2013-2017','Male and Female','51.2','84','111275'
'Louisiana','East Baton Rouge Parish','Lung and Bronchus','2013-2017','Male and Female','51.9','1198','2223352'
'Louisiana','Sabine Parish','Lung and Bronchus','2013-2017','Male and Female','54.1','92','120676'
