Area,County,CancerType,Year,Sex,AgeAdjustedRate,CaseCount,Population
'Alabama','Shelby County','Lung and Bronchus','2013-2017','Male and Female','46.4','532','1044707'
'Alabama','Hale County','Lung and Bronchus','2013-2017','Male and Female','46.7','51','74956'
'Alabama','Monroe County','Lung and Bronchus','2013-2017','Male and Female','51.1','83','108662'
'Alabama','Coosa County','Lung and Bronchus','2013-2017','Male and Female','50.5','46','54815'
'Alabama','Perry County','Lung and Bronchus','2013-2017','Male and Female','49.4','34','48294'
'Alabama','Lauderdale County','Lung and Bronchus','2013-2017','Male and Female','62.5','413','463244'
'Alabama','Madison County','Lung and Bronchus','2013-2017','Male and Female','57.4','1190','1767915'
'Alabama','Randolph County','Lung and Bronchus','2013-2017','Male and Female','57.7','97','112692'
'Alabama','Pickens County','Lung and Bronchus','2013-2017','Male and Female','65.3','94','100855'
'Alabama','Wilcox County','Lung and Bronchus','2013-2017','Male and Female','62.1','47','54571'
'Alabama','Tuscaloosa County','Lung and Bronchus','2013-2017','Male and Female','61.1','632','1023240'
'Alabama','Sumter County','Lung and Bronchus','2013-2017','Male and Female','65.2','54','65631'
'Alabama','Mobile County','Lung and Bronchus','2013-2017','Male and Female','66.0','1662','2073749'
'Alabama','Pike County','Lung and Bronchus','2013-2017','Male and Female','60.7','110','167388'
'Alabama','Washington County','Lung and Bronchus','2013-2017','Male and Female','49.7','56','83735'
'Alabama','Dale County','Lung and Bronchus','2013-2017','Male and Female','75.1','239','247093'
'Alabama','St. Clair County','Lung and Bronchus','2013-2017','Male and Female','72.2','395','433645'
'Alabama','Winston County','Lung and Bronchus','2013-2017','Male and Female','69.2','130','119903'
'Alabama','Henry County','Lung and Bronchus','2013-2017','Male and Female','74.0','97','85543'
'Alabama','Tallapoosa County','Lung and Bronchus','2013-2017','Male and Female','74.6','233','203709'
'Alabama','Marion County','Lung and Bronchus','2013-2017','Male and Female','69.9','163','150288'
'Alabama','Marshall County','Lung and Bronchus','2013-2017','Male and Female','73.5','450','473985'
'Alabama','Escambia County','Lung and Bronchus','2013-2017','Male and Female','68.5','173','187653'
'Alabama','Morgan County','Lung and Bronchus','2013-2017','Male and Female','71.7','556','596094'
'Alabama','Talladega County','Lung and Bronchus','2013-2017','Male and Female','73.6','394','404508'
'Alabama','Cullman County','Lung and Bronchus','2013-2017','Male and Female','69.7','393','408811'
'Alabama','Marengo County','Lung and Bronchus','2013-2017','Male and Female','62.2','84','98736'
'Alabama','Butler County','Lung and Bronchus','2013-2017','Male and Female','52.0','77','100820'
'Alabama','Coffee County','Lung and Bronchus','2013-2017','Male and Female','65.7','213','255206'
'Alabama','Clarke County','Lung and Bronchus','2013-2017','Male and Female','58.0','100','123136'
'Alabama','DeKalb County','Lung and Bronchus','2013-2017','Male and Female','60.3','273','355527'
'Alabama','Lee County','Lung and Bronchus','2013-2017','Male and Female','51.2','347','784323'
'Alabama','Choctaw County','Lung and Bronchus','2013-2017','Male and Female','56.2','62','65930'
'Alabama','Jefferson County','Lung and Bronchus','2013-2017','Male and Female','59.5','2335','3299356'
'Alabama','Montgomery County','Lung and Bronchus','2013-2017','Male and Female','53.3','680','1137114'
'Alabama','Geneva County','Lung and Bronchus','2013-2017','Male and Female','79.7','159','132823'
'Alabama','Lamar County','Lung and Bronchus','2013-2017','Male and Female','86.5','93','70031'
'Alabama','Walker County','Lung and Bronchus','2013-2017','Male and Female','87.6','413','324520'
'Alabama','Russell County','Lung and Bronchus','2013-2017','Male and Female','72.8','233','292417'
'Alabama','Lowndes County','Lung and Bronchus','2013-2017','Male and Female','74.2','52','51873'
'Alabama','Colbert County','Lung and Bronchus','2013-2017','Male and Female','67.9','269','272247'
'Alabama','Jackson County','Lung and Bronchus','2013-2017','Male and Female','76.3','294','261693'
'Alabama','Elmore County','Lung and Bronchus','2013-2017','Male and Female','70.5','327','404740'
'Alabama','Conecuh County','Lung and Bronchus','2013-2017','Male and Female','77.9','75','63206'
'Alabama','Dallas County','Lung and Bronchus','2013-2017','Male and Female','70.7','187','203820'
'Alabama','Bullock County','Lung and Bronchus','2013-2017','Male and Female','76.9','50','52173'
'Alabama','Cleburne County','Lung and Bronchus','2013-2017','Male and Female','75.7','80','74677'
'Alabama','Crenshaw County','Lung and Bronchus','2013-2017','Male and Female','82.1','86','69353'
'Alabama','Franklin County','Lung and Bronchus','2013-2017','Male and Female','66.5','130','157898'
'Alabama','Lawrence County','Lung and Bronchus','2013-2017','Male and Female','75.9','179','166473'
'Alabama','Fayette County','Lung and Bronchus','2013-2017','Male and Female','67.1','85','83309'
'Alabama','Greene County','Lung and Bronchus','2013-2017','Male and Female','61.5','39','42644'
'Alabama','Limestone County','Lung and Bronchus','2013-2017','Male and Female','65.2','353','457994'
'Alabama','Chilton County','Lung and Bronchus','2013-2017','Male and Female','63.6','180','219133'
'Alabama','Houston County','Lung and Bronchus','2013-2017','Male and Female','61.6','419','520674'
'Alabama','Macon County','Lung and Bronchus','2013-2017','Male and Female','65.8','92','96855'
'Alabama','Etowah County','Lung and Bronchus','2013-2017','Male and Female','71.5','509','516079'
'Alabama','Bibb County','Lung and Bronchus','2013-2017','Male and Female','78.3','110','112750'
'Alabama','Barbour County','Lung and Bronchus','2013-2017','Male and Female','63.1','112','130973'
'Alabama','Calhoun County','Lung and Bronchus','2013-2017','Male and Female','77.4','575','577754'
'Alabama','Chambers County','Lung and Bronchus','2013-2017','Male and Female','72.3','174','169659'
'Alabama','Blount County','Lung and Bronchus','2013-2017','Male and Female','70.3','273','287998'
'Alabama','Covington County','Lung and Bronchus','2013-2017','Male and Female','79.2','224','187579'
'Alabama','Cherokee County','Lung and Bronchus','2013-2017','Male and Female','71.2','150','129257'
'Alabama','Clay County','Lung and Bronchus','2013-2017','Male and Female','85.3','87','67017'
'Alabama','Baldwin County','Lung and Bronchus','2013-2017','Male and Female','70.0','1032','1017401'
'Alabama','Autauga County','Lung and Bronchus','2013-2017','Male and Female','67.8','216','275112'
'Alaska','Bethel Census Area','Lung and Bronchus','2013-2017','Male and Female','51.0','28','89833'
'Alaska','Juneau City and Borough','Lung and Bronchus','2013-2017','Male and Female','51.2','75','162125'
'Alaska','Fairbanks North Star Borough','Lung and Bronchus','2013-2017','Male and Female','51.9','190','500222'
'Alaska','Sitka City and Borough','Lung and Bronchus','2013-2017','Male and Female','57.1','29','44014'
'Alaska','Ketchikan Gateway Borough','Lung and Bronchus','2013-2017','Male and Female','57.7','44','69025'
'Alaska','Yakutat City and Borough','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','3161'
'Alaska','Northwest Arctic Borough','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','38723'
'Alaska','Prince of Wales-Hyder Census Area','Lung and Bronchus','2013-2017','Male and Female','63.0','19','25950'
'Alaska','North Slope Borough','Lung and Bronchus','2013-2017','Male and Female','126.2','32','48899'
'Alaska','Skagway Municipality','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','4434'
'Alaska','Wrangell Borough','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','9918'
'Alaska','Prince of Wales-Outer Ketchikan CA','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','5823'
'Alaska','Hoonah-Angoon Census Area','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','8507'
'Alaska','Kodiak Island Borough','Lung and Bronchus','2013-2017','Male and Female','74.3','39','68988'
'Alaska','Anchorage Municipality','Lung and Bronchus','2013-2017','Male and Female','51.3','629','1490175'
'Alaska','Skagway-Hoonah-Angoon Census Area','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','3146'
'Alaska','Nome Census Area','Lung and Bronchus','2013-2017','Male and Female','79.3','29','49462'
'Alaska','Yukon-Koyukuk Census Area','Lung and Bronchus','2013-2017','Male and Female','71.3','21','27313'
'Alaska','Haines Borough','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','12674'
'Alaska','Aleutians East Borough','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','16957'
'Alaska','Wrangell-Petersburg Census Area','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','6162'
'Alaska','Lake and Peninsula Borough','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','8107'
'Alaska','Denali Borough','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','9889'
'Alaska','Dillingham Census Area','Lung and Bronchus','2013-2017','Male and Female','78.9','16','24854'
'Alaska','Kenai Peninsula Borough','Lung and Bronchus','2013-2017','Male and Female','61.8','219','289583'
'Alaska','Matanuska-Susitna Borough','Lung and Bronchus','2013-2017','Male and Female','63.1','270','505589'
'Alaska','Wade Hampton Census Area','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','40661'
'Alaska','Southeast Fairbanks Census Area','Lung and Bronchus','2013-2017','Male and Female','64.6','21','34444'
'Alaska','Valdez-Cordova Census Area','Lung and Bronchus','2013-2017','Male and Female','70.9','35','47115'
'Alaska','Petersburg Census Area','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','13053'
'Alaska','Bristol Bay Borough','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','4579'
'Alaska','Aleutians West Census Area','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','28804'
'Arizona','Apache County','Lung and Bronchus','2013-2017','Male and Female','18.2','75','358131'
'Arizona','Coconino County','Lung and Bronchus','2013-2017','Male and Female','29.8','187','694942'
'Arizona','Santa Cruz County','Lung and Bronchus','2013-2017','Male and Female','30.2','85','233400'
'Arizona','Pinal County','Lung and Bronchus','2013-2017','Male and Female','43.6','1207','2037121'
'Arizona','Navajo County','Lung and Bronchus','2013-2017','Male and Female','34.2','230','540224'
'Arizona','La Paz County','Lung and Bronchus','2013-2017','Male and Female','51.7','131','102940'
'Arizona','Greenlee County','Lung and Bronchus','2013-2017','Male and Female','52.7','25','46943'
'Arizona','Mohave County','Lung and Bronchus','2013-2017','Male and Female','73.8','1525','1023928'
'Arizona','Yavapai County','Lung and Bronchus','2013-2017','Male and Female','48.7','1105','1105656'
'Arizona','Graham County','Lung and Bronchus','2013-2017','Male and Female','47.5','92','188775'
'Arizona','Yuma County','Lung and Bronchus','2013-2017','Male and Female','44.7','602','1029604'
'Arizona','Gila County','Lung and Bronchus','2013-2017','Male and Female','41.2','208','266131'
'Arizona','Maricopa County','Lung and Bronchus','2013-2017','Male and Female','46.4','10676','20877759'
'Arizona','Cochise County','Lung and Bronchus','2013-2017','Male and Female','49.3','475','634234'
'Arizona','Pima County','Lung and Bronchus','2013-2017','Male and Female','46.7','3227','5056975'
'Arkansas','Izard County','Lung and Bronchus','2013-2017','Male and Female','54.3','68','67608'
'Arkansas','Lee County','Lung and Bronchus','2013-2017','Male and Female','56.9','37','48019'
'Arkansas','Sevier County','Lung and Bronchus','2013-2017','Male and Female','63.5','58','86197'
'Arkansas','Benton County','Lung and Bronchus','2013-2017','Male and Female','61.0','796','1261778'
'Arkansas','Columbia County','Lung and Bronchus','2013-2017','Male and Female','60.2','89','120203'
'Arkansas','Montgomery County','Lung and Bronchus','2013-2017','Male and Female','64.2','56','45293'
'Arkansas','Saline County','Lung and Bronchus','2013-2017','Male and Female','74.4','561','581961'
'Arkansas','Scott County','Lung and Bronchus','2013-2017','Male and Female','73.4','57','52803'
'Arkansas','Chicot County','Lung and Bronchus','2013-2017','Male and Female','70.6','59','55053'
'Arkansas','Little River County','Lung and Bronchus','2013-2017','Male and Female','74.0','72','62498'
'Arkansas','Drew County','Lung and Bronchus','2013-2017','Male and Female','63.4','76','92865'
'Arkansas','Crittenden County','Lung and Bronchus','2013-2017','Male and Female','76.5','206','246470'
'Arkansas','Boone County','Lung and Bronchus','2013-2017','Male and Female','72.6','200','186272'
'Arkansas','Carroll County','Lung and Bronchus','2013-2017','Male and Female','70.6','158','139002'
'Arkansas','Faulkner County','Lung and Bronchus','2013-2017','Male and Female','75.5','435','606457'
'Arkansas','Clark County','Lung and Bronchus','2013-2017','Male and Female','90.9','120','112450'
'Arkansas','Craighead County','Lung and Bronchus','2013-2017','Male and Female','81.4','440','521591'
'Arkansas','Cross County','Lung and Bronchus','2013-2017','Male and Female','79.4','95','85836'
'Arkansas','Desha County','Lung and Bronchus','2013-2017','Male and Female','79.6','64','60423'
'Arkansas','Bradley County','Lung and Bronchus','2013-2017','Male and Female','80.5','63','54972'
'Arkansas','Jefferson County','Lung and Bronchus','2013-2017','Male and Female','86.5','394','357208'
'Arkansas','Hot Spring County','Lung and Bronchus','2013-2017','Male and Female','80.3','184','167415'
'Arkansas','Ashley County','Lung and Bronchus','2013-2017','Male and Female','87.8','130','103919'
'Arkansas','Dallas County','Lung and Bronchus','2013-2017','Male and Female','81.5','48','37871'
'Arkansas','Independence County','Lung and Bronchus','2013-2017','Male and Female','91.4','225','185523'
'Arkansas','Cleburne County','Lung and Bronchus','2013-2017','Male and Female','80.5','189','126827'
'Arkansas','Hempstead County','Lung and Bronchus','2013-2017','Male and Female','68.1','103','110776'
'Arkansas','Howard County','Lung and Bronchus','2013-2017','Male and Female','73.8','65','67163'
'Arkansas','Lincoln County','Lung and Bronchus','2013-2017','Male and Female','65.6','53','69155'
'Arkansas','Newton County','Lung and Bronchus','2013-2017','Male and Female','71.3','51','39488'
'Arkansas','Polk County','Lung and Bronchus','2013-2017','Male and Female','72.1','118','101113'
'Arkansas','St. Francis County','Lung and Bronchus','2013-2017','Male and Female','75.2','120','133542'
'Arkansas','Union County','Lung and Bronchus','2013-2017','Male and Female','74.4','197','200142'
'Arkansas','Pulaski County','Lung and Bronchus','2013-2017','Male and Female','66.9','1491','1966179'
'Arkansas','Washington County','Lung and Bronchus','2013-2017','Male and Female','64.7','657','1121696'
'Arkansas','Cleveland County','Lung and Bronchus','2013-2017','Male and Female','109.0','67','41627'
'Arkansas','Clay County','Lung and Bronchus','2013-2017','Male and Female','107.1','129','75940'
'Arkansas','Calhoun County','Lung and Bronchus','2013-2017','Male and Female','111.8','45','25928'
'Arkansas','Lawrence County','Lung and Bronchus','2013-2017','Male and Female','116.4','139','83967'
'Arkansas','Crawford County','Lung and Bronchus','2013-2017','Male and Female','83.1','325','310632'
'Arkansas','Conway County','Lung and Bronchus','2013-2017','Male and Female','80.6','123','104725'
'Arkansas','Arkansas County','Lung and Bronchus','2013-2017','Male and Female','79.9','101','91604'
'Arkansas','Marion County','Lung and Bronchus','2013-2017','Male and Female','89.6','142','81912'
'Arkansas','Fulton County','Lung and Bronchus','2013-2017','Male and Female','78.4','85','60599'
'Arkansas','Grant County','Lung and Bronchus','2013-2017','Male and Female','79.0','95','90286'
'Arkansas','Garland County','Lung and Bronchus','2013-2017','Male and Female','78.3','617','489978'
'Arkansas','Johnson County','Lung and Bronchus','2013-2017','Male and Female','90.5','146','130643'
'Arkansas','Lafayette County','Lung and Bronchus','2013-2017','Male and Female','79.9','48','35179'
'Arkansas','Mississippi County','Lung and Bronchus','2013-2017','Male and Female','99.2','244','217614'
'Arkansas','Nevada County','Lung and Bronchus','2013-2017','Male and Female','90.6','59','42649'
'Arkansas','Franklin County','Lung and Bronchus','2013-2017','Male and Female','91.2','115','88995'
'Arkansas','Perry County','Lung and Bronchus','2013-2017','Male and Female','101.7','78','51588'
'Arkansas','Baxter County','Lung and Bronchus','2013-2017','Male and Female','84.2','352','205459'
'Arkansas','Pike County','Lung and Bronchus','2013-2017','Male and Female','90.9','73','54487'
'Arkansas','Ouachita County','Lung and Bronchus','2013-2017','Male and Female','84.6','153','121875'
'Arkansas','Jackson County','Lung and Bronchus','2013-2017','Male and Female','108.0','128','87046'
'Arkansas','Stone County','Lung and Bronchus','2013-2017','Male and Female','81.8','94','62197'
'Arkansas','Sebastian County','Lung and Bronchus','2013-2017','Male and Female','76.0','574','636765'
'Arkansas','Van Buren County','Lung and Bronchus','2013-2017','Male and Female','90.8','140','83775'
'Arkansas','Poinsett County','Lung and Bronchus','2013-2017','Male and Female','118.2','194','120481'
'Arkansas','Searcy County','Lung and Bronchus','2013-2017','Male and Female','74.2','53','39644'
'Arkansas','Miller County','Lung and Bronchus','2013-2017','Male and Female','80.0','218','218665'
'Arkansas','Madison County','Lung and Bronchus','2013-2017','Male and Female','77.8','87','79581'
'Arkansas','Woodruff County','Lung and Bronchus','2013-2017','Male and Female','102.2','52','33842'
'Arkansas','Greene County','Lung and Bronchus','2013-2017','Male and Female','86.3','235','220952'
'Arkansas','Pope County','Lung and Bronchus','2013-2017','Male and Female','78.0','287','316802'
'Arkansas','Phillips County','Lung and Bronchus','2013-2017','Male and Female','74.5','98','97586'
'Arkansas','Lonoke County','Lung and Bronchus','2013-2017','Male and Female','91.3','342','358086'
'Arkansas','Randolph County','Lung and Bronchus','2013-2017','Male and Female','108.1','134','87693'
'Arkansas','Prairie County','Lung and Bronchus','2013-2017','Male and Female','75.8','55','41518'
'Arkansas','Yell County','Lung and Bronchus','2013-2017','Male and Female','78.5','111','108155'
'Arkansas','Logan County','Lung and Bronchus','2013-2017','Male and Female','96.3','152','109076'
'Arkansas','Monroe County','Lung and Bronchus','2013-2017','Male and Female','96.8','58','37033'
'Arkansas','White County','Lung and Bronchus','2013-2017','Male and Female','82.0','389','393845'
'Arkansas','Sharp County','Lung and Bronchus','2013-2017','Male and Female','95.1','145','84892'
'California','Mono County','Lung and Bronchus','2013-2017','Male and Female','24.6','20','70696'
'California','Marin County','Lung and Bronchus','2013-2017','Male and Female','34.2','685','1300262'
'California','Imperial County','Lung and Bronchus','2013-2017','Male and Female','36.2','311','895859'
'California','Modoc County','Lung and Bronchus','2013-2017','Male and Female','36.1','30','45060'
'California','Monterey County','Lung and Bronchus','2013-2017','Male and Female','35.7','760','2157519'
'California','Calaveras County','Lung and Bronchus','2013-2017','Male and Female','44.1','192','225235'
'California','Alameda County','Lung and Bronchus','2013-2017','Male and Female','40.6','3431','8131992'
'California','Fresno County','Lung and Bronchus','2013-2017','Male and Female','43.3','1928','4848280'
'California','Lassen County','Lung and Bronchus','2013-2017','Male and Female','44.6','76','157248'
'California','El Dorado County','Lung and Bronchus','2013-2017','Male and Female','45.2','607','924122'
'California','Contra Costa County','Lung and Bronchus','2013-2017','Male and Female','41.2','2647','5609779'
'California','Los Angeles County','Lung and Bronchus','2013-2017','Male and Female','36.3','18566','50382849'
'California','Placer County','Lung and Bronchus','2013-2017','Male and Female','44.2','1148','1872682'
'California','Ventura County','Lung and Bronchus','2013-2017','Male and Female','39.4','1864','4228192'
'California','Santa Cruz County','Lung and Bronchus','2013-2017','Male and Female','35.1','535','1363512'
'California','Alpine County','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','5474'
'California','Del Norte County','Lung and Bronchus','2013-2017','Male and Female','51.9','95','137111'
'California','Butte County','Lung and Bronchus','2013-2017','Male and Female','56.6','853','1125782'
'California','Amador County','Lung and Bronchus','2013-2017','Male and Female','58.6','207','186389'
'California','Humboldt County','Lung and Bronchus','2013-2017','Male and Female','54.4','473','676876'
'California','Kern County','Lung and Bronchus','2013-2017','Male and Female','46.6','1716','4381060'
'California','Madera County','Lung and Bronchus','2013-2017','Male and Female','45.7','360','768863'
'California','Glenn County','Lung and Bronchus','2013-2017','Male and Female','59.8','100','139266'
'California','Inyo County','Lung and Bronchus','2013-2017','Male and Female','46.7','74','90798'
'California','Colusa County','Lung and Bronchus','2013-2017','Male and Female','54.3','61','106960'
'California','Kings County','Lung and Bronchus','2013-2017','Male and Female','45.5','268','749423'
'California','Napa County','Lung and Bronchus','2013-2017','Male and Female','44.2','421','702940'
'California','Riverside County','Lung and Bronchus','2013-2017','Male and Female','43.6','5428','11753713'
'California','San Benito County','Lung and Bronchus','2013-2017','Male and Female','38.4','109','292811'
'California','San Diego County','Lung and Bronchus','2013-2017','Male and Female','42.8','7249','16382050'
'California','Orange County','Lung and Bronchus','2013-2017','Male and Female','38.9','6631','15742950'
'California','San Mateo County','Lung and Bronchus','2013-2017','Male and Female','39.2','1771','3809142'
'California','Santa Barbara County','Lung and Bronchus','2013-2017','Male and Female','38.6','961','2206984'
'California','Santa Clara County','Lung and Bronchus','2013-2017','Male and Female','38.5','3741','9540731'
'California','Tulare County','Lung and Bronchus','2013-2017','Male and Female','39.1','776','2289294'
'California','Stanislaus County','Lung and Bronchus','2013-2017','Male and Female','49.6','1302','2670411'
'California','San Joaquin County','Lung and Bronchus','2013-2017','Male and Female','49.6','1739','3610788'
'California','Lake County','Lung and Bronchus','2013-2017','Male and Female','75.0','388','320167'
'California','Siskiyou County','Lung and Bronchus','2013-2017','Male and Female','50.8','188','217510'
'California','Mendocino County','Lung and Bronchus','2013-2017','Male and Female','48.6','315','436581'
'California','Nevada County','Lung and Bronchus','2013-2017','Male and Female','39.9','345','493717'
'California','Mariposa County','Lung and Bronchus','2013-2017','Male and Female','41.1','70','88035'
'California','Solano County','Lung and Bronchus','2013-2017','Male and Female','50.9','1250','2169789'
'California','Sutter County','Lung and Bronchus','2013-2017','Male and Female','52.2','289','477099'
'California','Merced County','Lung and Bronchus','2013-2017','Male and Female','47.9','548','1332809'
'California','San Bernardino County','Lung and Bronchus','2013-2017','Male and Female','41.5','3867','10589335'
'California','Sacramento County','Lung and Bronchus','2013-2017','Male and Female','52.0','4063','7466890'
'California','San Luis Obispo County','Lung and Bronchus','2013-2017','Male and Female','43.1','837','1399014'
'California','San Francisco County','Lung and Bronchus','2013-2017','Male and Female','44.9','2261','4306754'
'California','Tehama County','Lung and Bronchus','2013-2017','Male and Female','57.9','262','315846'
'California','Yuba County','Lung and Bronchus','2013-2017','Male and Female','69.9','250','372536'
'California','Sonoma County','Lung and Bronchus','2013-2017','Male and Female','42.3','1408','2500887'
'California','Shasta County','Lung and Bronchus','2013-2017','Male and Female','61.7','825','893787'
'California','Sierra County','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','14971'
'California','Plumas County','Lung and Bronchus','2013-2017','Male and Female','47.6','85','93585'
'California','Trinity County','Lung and Bronchus','2013-2017','Male and Female','57.0','70','65200'
'California','Tuolumne County','Lung and Bronchus','2013-2017','Male and Female','48.3','233','269121'
'California','Yolo County','Lung and Bronchus','2013-2017','Male and Female','46.2','445','1060845'
'Colorado','Summit County','Lung and Bronchus','2013-2017','Male and Female','13.7','21','149874'
'Colorado','La Plata County','Lung and Bronchus','2013-2017','Male and Female','22.4','74','272483'
'Colorado','Pitkin County','Lung and Bronchus','2013-2017','Male and Female','23.6','25','89062'
'Colorado','Eagle County','Lung and Bronchus','2013-2017','Male and Female','23.4','46','269647'
'Colorado','Clear Creek County','Lung and Bronchus','2013-2017','Male and Female','26.8','16','46302'
'Colorado','Rio Grande County','Lung and Bronchus','2013-2017','Male and Female','30.9','26','57186'
'Colorado','Routt County','Lung and Bronchus','2013-2017','Male and Female','32.4','35','122250'
'Colorado','Yuma County','Lung and Bronchus','2013-2017','Male and Female','29.6','21','50462'
'Colorado','Teller County','Lung and Bronchus','2013-2017','Male and Female','37.8','65','118835'
'Colorado','Jefferson County','Lung and Bronchus','2013-2017','Male and Female','42.3','1420','2824158'
'Colorado','Broomfield County','Lung and Bronchus','2013-2017','Male and Female','38.6','119','321480'
'Colorado','Park County','Lung and Bronchus','2013-2017','Male and Female','31.9','39','84586'
'Colorado','Boulder County','Lung and Bronchus','2013-2017','Male and Female','30.3','481','1589320'
'Colorado','Otero County','Lung and Bronchus','2013-2017','Male and Female','34.5','48','91673'
'Colorado','Alamosa County','Lung and Bronchus','2013-2017','Male and Female','25.9','21','81741'
'Colorado','Pueblo County','Lung and Bronchus','2013-2017','Male and Female','48.4','532','817039'
'Colorado','Rio Blanco County','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','32738'
'Colorado','San Juan County','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','3490'
'Colorado','Ouray County','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','23330'
'Colorado','Weld County','Lung and Bronchus','2013-2017','Male and Female','45.9','603','1431435'
'Colorado','Phillips County','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','21689'
'Colorado','San Miguel County','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','39272'
'Colorado','Prowers County','Lung and Bronchus','2013-2017','Male and Female','60.5','44','60443'
'Colorado','Washington County','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','24032'
'Colorado','Adams County','Lung and Bronchus','2013-2017','Male and Female','51.5','1006','2443853'
'Colorado','Saguache County','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','31740'
'Colorado','Montrose County','Lung and Bronchus','2013-2017','Male and Female','42.4','135','204680'
'Colorado','El Paso County','Lung and Bronchus','2013-2017','Male and Female','43.1','1393','3382229'
'Colorado','Custer County','Lung and Bronchus','2013-2017','Male and Female','36.5','19','22513'
'Colorado','Moffat County','Lung and Bronchus','2013-2017','Male and Female','38.0','29','65234'
'Colorado','Montezuma County','Lung and Bronchus','2013-2017','Male and Female','37.3','75','128929'
'Colorado','Grand County','Lung and Bronchus','2013-2017','Male and Female','31.2','25','74117'
'Colorado','Las Animas County','Lung and Bronchus','2013-2017','Male and Female','35.8','39','70784'
'Colorado','Gunnison County','Lung and Bronchus','2013-2017','Male and Female','28.8','23','81093'
'Colorado','Archuleta County','Lung and Bronchus','2013-2017','Male and Female','31.9','35','62993'
'Colorado','Sedgwick County','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','11786'
'Colorado','Kit Carson County','Lung and Bronchus','2013-2017','Male and Female','43.4','23','39259'
'Colorado','Lincoln County','Lung and Bronchus','2013-2017','Male and Female','58.6','20','27563'
'Colorado','Mineral County','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','3695'
'Colorado','Logan County','Lung and Bronchus','2013-2017','Male and Female','43.2','60','108386'
'Colorado','Morgan County','Lung and Bronchus','2013-2017','Male and Female','45.3','76','140964'
'Colorado','Kiowa County','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','6865'
'Colorado','Larimer County','Lung and Bronchus','2013-2017','Male and Female','36.2','674','1656547'
'Colorado','Lake County','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','37364'
'Colorado','Gilpin County','Lung and Bronchus','2013-2017','Male and Female','47.7','18','29032'
'Colorado','Dolores County','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','10100'
'Colorado','Huerfano County','Lung and Bronchus','2013-2017','Male and Female','36.5','28','32490'
'Colorado','Delta County','Lung and Bronchus','2013-2017','Male and Female','43.8','115','151116'
'Colorado','Fremont County','Lung and Bronchus','2013-2017','Male and Female','53.3','195','233299'
'Colorado','Hinsdale County','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','3920'
'Colorado','Baca County','Lung and Bronchus','2013-2017','Male and Female','46.8','17','17887'
'Colorado','Jackson County','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','6809'
'Colorado','Mesa County','Lung and Bronchus','2013-2017','Male and Female','52.5','535','744096'
'Colorado','Garfield County','Lung and Bronchus','2013-2017','Male and Female','49.6','139','289892'
'Colorado','Arapahoe County','Lung and Bronchus','2013-2017','Male and Female','45.1','1370','3140347'
'Colorado','Bent County','Lung and Bronchus','2013-2017','Male and Female','57.0','24','28911'
'Colorado','Crowley County','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','27636'
'Colorado','Elbert County','Lung and Bronchus','2013-2017','Male and Female','40.8','56','123068'
